Participant,Corpus,Condition,Trail,Target_Sentence,ASR_Sentence,WER,MER,WIL
Participant02,Corpus3,C1,11,"""Hey Google, hang up.""",hey Google hang up,0.0,0.0,0.0
Participant02,Corpus3,C1,12,"""Hey Google, help.""",Hey Google help,0.0,0.0,0.0
Participant02,Corpus3,C1,13,"""Hey Google, broadcast 'wake everybody up'.""",hey Google broadcast wake everybody up,0.0,0.0,0.0
Participant02,Corpus3,C1,14,"""Hey Google, How do you solve this problem?""",hey Google how do you solve this problem,0.0,0.0,0.0
Participant02,Corpus3,C1,15,"""Hey Google, raise the temperature three degrees.""",hey Google raise the temperature 3 degrees,0.14285714285714285,0.14285714285714285,0.26530612244897966
Participant02,Corpus3,C1,16,"""Hey Google, stop the music.""",hey Google stop the music,0.0,0.0,0.0
Participant02,Corpus3,C1,17,"""Hey Google, read a bedtime story.""",hey Google read a bedtime story,0.0,0.0,0.0
Participant02,Corpus3,C1,18,"""Hey Google, add apples to my shopping list.""",hey Google add apples to my shopping list,0.0,0.0,0.0
Participant02,Corpus3,C1,19,"""Hey Google, what does an elephant sound like?""",hey Google what does an elephant sound like,0.0,0.0,0.0
Participant02,Corpus3,C1,20,"""Hey Google, broadcast 'the football is about to start.""",Hey Google broadcast the football is about to start,0.1111111111111111,0.1111111111111111,0.2098765432098766
Participant02,Corpus4,D1,1,"""Hey Google, stop the music.""",hey Google stop the music,0.0,0.0,0.0
Participant02,Corpus4,D1,2,"""Hey Google, how many calories are in a Banana?""",Google how many calories are in a banana,0.1111111111111111,0.1111111111111111,0.11111111111111116
Participant02,Corpus4,D1,3,"""Hey Google, play some music.""",hey Google play some music,0.0,0.0,0.0
Participant02,Corpus4,D1,4,"""Hey Google, flip a coin.""",hey Google flip a coin,0.0,0.0,0.0
Participant02,Corpus4,D1,5,"""Hey Google, what are my reminders for this week?""",hey Google what are my reminders for this week,0.0,0.0,0.0
Participant02,Corpus4,D1,6,"""Hey Google, what's the temperature right now?""",hey Google what's the temperature right now,0.0,0.0,0.0
Participant02,Corpus4,D1,7,"""Hey Google, show me the backdoor camera.""",hey Google show me the back door car,0.42857142857142855,0.375,0.5535714285714286
Participant02,Corpus4,D1,8,"""Hey Google, set alarm for 8 AM tomorrow.""",OK Google set alarm for 8 a.m. tomorrow,0.125,0.125,0.234375
Participant02,Corpus4,D1,9,"""Hey Google, when is it going to rain?""",hello Google,0.875,0.875,0.9375
Participant02,Corpus4,D1,10,"""Hey Google, turn the living room lights to blue""",-,1.0,1.0,1.0
Participant02,Corpus4,D1,11,"""Hey Google, snooze the alarm.""",-,1.0,1.0,1.0
Participant02,Corpus4,D1,12,"""Hey Google, broadcast 'time to leave for school'.""",-,1.0,1.0,1.0
Participant02,Corpus4,D1,13,"""Hey Google, stop.""",Hey Google stop,0.0,0.0,0.0
Participant02,Corpus4,D1,14,"""Hey Google, remind me at 8am tomorrow to take my lunch in to work.""",hey Google remind me at 8 a.m. tomorrow to take my lunch break,0.35714285714285715,0.3333333333333333,0.4505494505494505
Participant02,Corpus4,D1,15,"""Hey Google, play some music from Spotify.""",hey Google play some music on Spotify,0.14285714285714285,0.14285714285714285,0.26530612244897966
Participant02,Corpus4,D1,16,"""Hey Google, add apples to my shopping list.""",hey Google go to my shopping list,0.25,0.25,0.3571428571428572
Participant02,Corpus4,D1,17,"""Hey Google, read Women and Power.""",a Goomba,1.0,1.0,1.0
Participant02,Corpus4,D1,18,"""Hey Google, when is Walmart open until?""",go Google Walmart open until,0.42857142857142855,0.42857142857142855,0.5428571428571429
Participant02,Corpus4,D1,19,"""Hey Google, turn up the sound.""",hey Google turn off the phone,0.3333333333333333,0.3333333333333333,0.5555555555555556
Participant02,Corpus4,D1,20,"""Hey Google, cancel the alarm for 7.15 (Seven-Point-fifth-teen).""",hello Google call Cody line for 7.15,0.625,0.625,0.8392857142857143
Participant02,Corpus5,A2,1,"""Hey Google, set an alarm for 7.15am (seven-point-fifth-teen-A.M.) tomorrow morning.""",Hey Google set an alarm for seven 4:15 tomorrow morning,0.2,0.2,0.3599999999999999
Participant02,Corpus5,A2,2,"""Hey Google, broadcast 'the football is about to start.""",hey Google broadcast,0.6666666666666666,0.6666666666666666,0.6666666666666667
Participant02,Corpus5,A2,3,"""Hey Google, flip a coin.""",hey Google flip a coin,0.0,0.0,0.0
Participant02,Corpus5,A2,4,"""Hey Google, spell artificial intelligence.""",hey Google cell artificial intelligence,0.2,0.2,0.3599999999999999
Participant02,Corpus5,A2,5,"""Hey Google, how do you make ketchup?""",hey Google how do you make ketchup,0.0,0.0,0.0
Participant02,Corpus5,A2,6,"""Hey Google, play some music from Spotify.""",hey Google play some music from Spotify,0.0,0.0,0.0
Participant02,Corpus5,A2,7,"""Hey Google, what are my reminders for this week?""",hey Google what are my reminders for this week,0.0,0.0,0.0
Participant02,Corpus5,A2,8,"""Hey Google, stop the music in 15 (fifth-teen) minutes.""",hey Google stop the music in 15 minutes,0.1111111111111111,0.1111111111111111,0.11111111111111116
Participant02,Corpus5,A2,9,"""Hey Google, brighten the office lamp.""",hey Google brighten the office lamp,0.0,0.0,0.0
Participant02,Corpus5,A2,10,"""Hey Google, what does an elephant sound like?""",hey Google what does an elephant sound like,0.0,0.0,0.0
Participant02,Corpus5,A2,11,"""Hey Google, lock the front door.""",Hey Google lock the front door,0.0,0.0,0.0
Participant02,Corpus5,A2,12,"""Hey Google, read Women and Power.""",Hey Google read me the next hour,0.6666666666666666,0.5714285714285714,0.7857142857142857
Participant02,Corpus5,A2,13,"""Hey Google, turn the living room lights to blue""",hey Google turn the living room lights to Blue,0.0,0.0,0.0
Participant02,Corpus5,A2,14,"""Hey Google, call my phone.""",hey Google call my phone,0.0,0.0,0.0
Participant02,Corpus5,A2,15,"""Hey Google, set the thermostat to 20 (Twenty) degrees.""",hey Google set the thermostat to 20 degrees,0.1111111111111111,0.1111111111111111,0.11111111111111116
Participant02,Corpus5,A2,16,"""Hey Google, play my Evening Jazz playlist.""",hey Google play my evening Jazz playlist,0.0,0.0,0.0
Participant02,Corpus5,A2,17,"""Hey Google, did the Liverpool win yesterday?""",hey Google did the Liverpool win yesterday,0.0,0.0,0.0
Participant02,Corpus5,A2,18,"""Hey Google, sing a song.""",hey Google sing a song,0.0,0.0,0.0
Participant02,Corpus5,A2,19,"""Hey Google, call the nearest coffee shop.""",Hey Google call the nearest coffee shop,0.0,0.0,0.0
Participant02,Corpus5,A2,20,"""Hey Google, pause the music.""",hey Google pause the music,0.0,0.0,0.0
Participant02,Corpus6,B2,1,"""Hey Google, open the blinds.""",hi Google,0.8,0.8,0.9
Participant02,Corpus6,B2,2,"""Hey Google, play some music from Spotify.""",hey Google play Spotify,0.42857142857142855,0.42857142857142855,0.4285714285714286
Participant02,Corpus6,B2,3,"""Hey Google, add apples to my shopping list.""",Google add apples to my shopping list,0.125,0.125,0.125
Participant02,Corpus6,B2,4,"""Hey Google, what does my day look like?""",toggle do I look like,0.75,0.75,0.9
Participant02,Corpus6,B2,5,"""Hey Google, cancel the alarm for 7.15 (Seven-Point-fifth-teen).""",a Google,0.875,0.875,0.9375
Participant02,Corpus6,B2,6,"""Hey Google, where is my first event tomorrow?""",hello Google where is my first event tomorrow,0.125,0.125,0.234375
Participant02,Corpus6,B2,7,"""Hey Google, play Money by LISA from Spotify.""",a Google home,0.875,0.875,0.9583333333333334
Participant02,Corpus6,B2,8,"""Hey Google, set a timer for 10 (Ten) minutes.""",a Google set a timer for 10 minutes,0.2222222222222222,0.2222222222222222,0.3194444444444444
Participant02,Corpus6,B2,9,"""Hey Google, call the nearest coffee shop.""","hello Google, can I have a shop",0.7142857142857143,0.7142857142857143,0.9183673469387755
Participant02,Corpus6,B2,10,"""Hey Google, set an alarm for 7.15am (seven-point-fifth-teen-A.M.) tomorrow morning.""",hello Google set an alarm for 7:15 a.m. tomorrow morning,0.3,0.3,0.51
Participant02,Corpus6,B2,11,"""Hey Google, set alarm for 8 AM tomorrow.""",a Google set alarm for tomorrow morning tomorrow,0.375,0.375,0.609375
Participant02,Corpus6,B2,12,"""Hey Google, stop the music.""",hey Google stop the music,0.0,0.0,0.0
Participant02,Corpus6,B2,13,"""Hey Google, what are my reminders for this week?""",Google what are my reminders,0.4444444444444444,0.4444444444444444,0.4444444444444444
Participant02,Corpus6,B2,14,"""Hey Google, snooze the alarm.""",a moonbow,1.0,1.0,1.0
Participant02,Corpus6,B2,15,"""Hey Google, what is the time?""",hello Google what is the time,0.16666666666666666,0.16666666666666666,0.30555555555555547
Participant02,Corpus6,B2,16,"""Hey Google, pause the music.""",hi Google,0.8,0.8,0.9
Participant02,Corpus6,B2,17,"""Hey Google, call My mom.""",hello Google call my mom,0.2,0.2,0.3599999999999999
Participant02,Corpus6,B2,18,"""Hey Google, what is the traffic like on the way to work?""",oh Google what is the traffic like on the way to work,0.08333333333333333,0.08333333333333333,0.15972222222222232
Participant02,Corpus6,B2,19,"""Hey Google, play my Evening Jazz playlist.""",a Google,0.8571428571428571,0.8571428571428571,0.9285714285714286
Participant02,Corpus6,B2,20,"""Hey Google, is my phone connected over Bluetooth?""",hey Google Bluetooth,0.625,0.625,0.625
Participant02,Corpus7,D2,1,"""Hey Google, play some hip hop.""",hey Google play some hip hop,0.0,0.0,0.0
Participant02,Corpus7,D2,2,"""Hey Google, skip this track.""",hey Google,0.6,0.6,0.6
Participant02,Corpus7,D2,3,"""Hey Google, turn on the Bedroom Light.""",hey Google turn on the bedroom light,0.0,0.0,0.0
Participant02,Corpus7,D2,4,"""Hey Google, read Women and Power.""",a Google group,0.8333333333333334,0.8333333333333334,0.9444444444444444
Participant02,Corpus7,D2,5,"""Hey Google, call the nearest coffee shop.""",hey Google call the nearest coffee shop,0.0,0.0,0.0
Participant02,Corpus7,D2,6,"""Hey Google, How do you solve this problem?""",hey Google how do you solve this problem,0.0,0.0,0.0
Participant02,Corpus7,D2,7,"""Hey Google, how much time is left on this chapter?""",hey Google how much time is left on the Sceptre,0.2,0.2,0.3599999999999999
Participant02,Corpus7,D2,8,"""Hey Google, Bluetooth pairing.""",hey Google route home,0.5,0.5,0.75
Participant02,Corpus7,D2,9,"""Hey Google, flip a coin.""",OK Google flip a coin,0.2,0.2,0.3599999999999999
Participant02,Corpus7,D2,10,"""Hey Google, set a second timer for 30 (Thir-ty) minutes.""",hey Google put a timer for 30 minutes,0.3,0.3,0.38750000000000007
Participant02,Corpus7,D2,11,"""Hey Google, set the thermostat to 20 (Twenty) degrees.""","hey Google, thermostat to 20 degrees",0.3333333333333333,0.3333333333333333,0.33333333333333337
Participant02,Corpus7,D2,12,"""Hey Google, what is the time?""",hi Google what is the time,0.16666666666666666,0.16666666666666666,0.30555555555555547
Participant02,Corpus7,D2,13,"""Hey Google, remember that I left the spare keys in the kitchen cupboard.""",clear Google remember that I left the start,0.5384615384615384,0.5384615384615384,0.6538461538461539
Participant02,Corpus7,D2,14,"""Hey Google, when is Walmart open until?""",a Google when is Walmart open until,0.14285714285714285,0.14285714285714285,0.26530612244897966
Participant02,Corpus7,D2,15,"""Hey Google, brighten the office lamp.""",hey Google brighten black apply,0.5,0.5,0.7
Participant02,Corpus7,D2,16,"""Hey Google, hang up.""",go Google home.,0.75,0.75,0.9166666666666666
Participant02,Corpus7,D2,17,"""Hey Google, delete my reminder to pick up my dry cleaning.""",A Google reminder to pick up my dry cleaner,0.36363636363636365,0.36363636363636365,0.505050505050505
Participant02,Corpus7,D2,18,"""Hey Google, call my phone.""",Google call my phone,0.2,0.2,0.19999999999999996
Participant02,Corpus7,D2,19,"""Hey Google, broadcast 'dinner is ready'.""",hello Google Font app,0.8333333333333334,0.8333333333333334,0.9583333333333334
Participant02,Corpus7,D2,20,"""Hey Google, add apples to my shopping list.""",oh Google,0.875,0.875,0.9375
Participant02,Corpus8,C2,1,"""Hey Google, help me relax.""",hey Google help me relax,0.0,0.0,0.0
Participant02,Corpus8,C2,2,"""Hey Google, sing a song.""",hey Google sing a song,0.0,0.0,0.0
Participant02,Corpus8,C2,3,"""Hey Google, read a bedtime story.""",Hey Google read a bedtime story,0.0,0.0,0.0
Participant02,Corpus8,C2,4,"""Hey Google, raise the temperature three degrees.""",hey Google what's the temperature at 3 degrees,0.5714285714285714,0.4444444444444444,0.6031746031746031
Participant02,Corpus8,C2,5,"""Hey Google, set an alarm for 7.15am (seven-point-fifth-teen-A.M.) tomorrow morning.""",hey Google set an alarm for 7:15 a.m. tomorrow morning,0.2,0.2,0.3599999999999999
Participant02,Corpus8,C2,6,"""Hey Google, do I have any alarms set?""",hey Google do I have any alarm set,0.125,0.125,0.234375
Participant02,Corpus8,C2,7,"""Hey Google, play Money by LISA from Spotify.""",hey Google Play money by Lisa from Spotify,0.0,0.0,0.0
Participant02,Corpus8,C2,8,"""Hey Google, skip to the next chapter.""",hey Google skip the next chapter,0.14285714285714285,0.14285714285714285,0.1428571428571429
Participant02,Corpus8,C2,9,"""Hey Google, are there any Italian restaurants around here?""",hey Google are there any Italian restaurants around here,0.0,0.0,0.0
Participant02,Corpus8,C2,10,"""Hey Google, play some hip hop.""",hey Google play some hip hop,0.0,0.0,0.0
Participant02,Corpus8,C2,11,"""Hey Google, play some music.""",hey Google play some music,0.0,0.0,0.0
Participant02,Corpus8,C2,12,"""Hey Google, turn on all the switches.""",hey Google turn on all the switches,0.0,0.0,0.0
Participant02,Corpus8,C2,13,"""Hey Google, what's the weather like today?""",hey Google what's the weather like today,0.0,0.0,0.0
Participant02,Corpus8,C2,14,"""Hey Google, Bluetooth pairing.""",hey Google Bluetooth pairing,0.0,0.0,0.0
Participant02,Corpus8,C2,15,"""Hey Google, set the kitchen lights to 50% (Fifthy-Percent).""",hey Google set the kitchen lights to 50%,0.1111111111111111,0.1111111111111111,0.11111111111111116
Participant02,Corpus8,C2,16,"""Hey Google, how much time is left on this chapter?""",hey Google how much time is left on this after,0.1,0.1,0.18999999999999995
Participant02,Corpus8,C2,17,"""Hey Google, help.""",hey Google help,0.0,0.0,0.0
Participant02,Corpus8,C2,18,"""Hey Google, broadcast 'dinner is ready'.""",hey Google broadcast dinner's ready,0.16666666666666666,0.16666666666666666,0.30555555555555547
Participant02,Corpus8,C2,19,"""Hey Google, cancel the alarm for 7.15 (Seven-Point-fifth-teen).""",hey Google cancel the alarm for 7 to 15,0.375,0.3333333333333333,0.5
Participant02,Corpus8,C2,20,"""Hey Google, add apples to my shopping list.""",hey Google add apples to my shopping list,0.0,0.0,0.0
Participant03,Corpus1,C1,1,"""Hey Google, read a bedtime story.""",hey Google read me a bedtime story,0.16666666666666666,0.14285714285714285,0.1428571428571429
Participant03,Corpus1,C1,2,"""Hey Google, did the Liverpool win yesterday?""",hey Google did the Liverpool win yesterday,0.0,0.0,0.0
Participant03,Corpus1,C1,3,"""Hey Google, redi-al.""",hey Google video,0.3333333333333333,0.3333333333333333,0.5555555555555556
Participant03,Corpus1,C1,4,"""Hey Google, call the nearest coffee shop.""",hey Google call the nearest coffee shop,0.0,0.0,0.0
Participant03,Corpus1,C1,5,"""Hey Google, stop the music.""",hey Google stop the music,0.0,0.0,0.0
Participant03,Corpus1,C1,6,"""Hey Google, broadcast 'wake everybody up'.""",hey Google Voice cars with everybody up,0.5,0.42857142857142855,0.6190476190476191
Participant03,Corpus1,C1,7,"""Hey Google, dim the living room lights.""",Hey Google dim the living room light,0.14285714285714285,0.14285714285714285,0.26530612244897966
Participant03,Corpus1,C1,8,"""Hey Google, broadcast 'dinner is ready'.""",hey Google broadcast dinner is late,0.3333333333333333,0.3333333333333333,0.5555555555555556
Participant03,Corpus1,C1,9,"""Hey Google, turn on the Bedroom Light.""",hey Google turn on the bedroom light,0.0,0.0,0.0
Participant03,Corpus1,C1,10,"""Hey Google, broadcast 'time to leave for school'.""",hey Google broadcast time to leave for school,0.125,0.125,0.234375
Participant03,Corpus1,C1,11,"""Hey Google, stop.""",hey Google stop,0.0,0.0,0.0
Participant03,Corpus1,C1,12,"""Hey Google, play music on all the downstairs speakers.""",hey Google play music on order dial Steve speaker,0.4444444444444444,0.4444444444444444,0.691358024691358
